site_name_id,site_name,site_area_id,site_area,date_time,day,month,year,hour,minute,enterococci_value
99710,Altona Beach,,Hobsons Bay,20/06/2023 12:20,Tuesday,June,2023,12,20,160
99710,Altona Beach,,Hobsons Bay,27/06/2023 12:05,Tuesday,June,2023,12,5,10
99710,Altona Beach,,Hobsons Bay,22/08/2023 12:25,Tuesday,August,2023,12,25,150
99710,Altona Beach,,Hobsons Bay,05/09/2023 12:00,Tuesday,September,2023,12,0,20
99710,Altona Beach,,Hobsons Bay,05/09/2023 12:10,Tuesday,September,2023,12,10,10
99710,Altona Beach,,Hobsons Bay,19/09/2023 11:00,Tuesday,September,2023,11,0,10
99710,Altona Beach,,Hobsons Bay,02/10/2023 11:35,Monday,October,2023,11,35,31
99710,Altona Beach,,Hobsons Bay,31/10/2023 21:40,Tuesday,October,2023,21,40,86
99710,Altona Beach,,Hobsons Bay,14/11/2023 11:25,Tuesday,November,2023,11,25,20
99710,Altona Beach,,Hobsons Bay,05/12/2023 10:00,Tuesday,December,2023,10,0,31
99710,Altona Beach,,Hobsons Bay,19/12/2023 10:00,Tuesday,December,2023,10,0,220
99710,Altona Beach,,Hobsons Bay,27/12/2023 09:50,Wednesday,December,2023,9,50,370
99710,Altona Beach,,Hobsons Bay,02/01/2024 09:45,Tuesday,January,2024,9,45,20
99710,Altona Beach,,Hobsons Bay,09/01/2024 10:35,Tuesday,January,2024,10,35,260
99710,Altona Beach,,Hobsons Bay,30/01/2024 10:50,Tuesday,January,2024,10,50,10
99710,Altona Beach,,Hobsons Bay,06/02/2024 10:30,Tuesday,February,2024,10,30,10
99710,Altona Beach,,Hobsons Bay,19/03/2024 11:30,Tuesday,March,2024,11,30,20
99710,Altona Beach,,Hobsons Bay,02/04/2024 12:00,Tuesday,April,2024,12,0,4600
99710,Altona Beach,,Hobsons Bay,14/05/2024 12:38,Tuesday,May,2024,12,38,10
99710,Altona Beach,,Hobsons Bay,11/06/2024 12:35,Tuesday,June,2024,12,35,10
99710,Altona Beach,,Hobsons Bay,09/07/2024 13:00,Tuesday,July,2024,13,0,31
99710,Altona Beach,,Hobsons Bay,23/07/2024 12:15,Tuesday,July,2024,12,15,10
99710,Altona Beach,,Hobsons Bay,20/08/2024 12:00,Tuesday,August,2024,12,0,10
99710,Altona Beach,,Hobsons Bay,17/09/2024 12:30,Tuesday,September,2024,12,30,10
99710,Altona Beach,,Hobsons Bay,15/10/2024 11:10,Tuesday,October,2024,11,10,20
99710,Altona Beach,,Hobsons Bay,12/11/2024 10:30,Tuesday,November,2024,10,30,10
99710,Altona Beach,,Hobsons Bay,26/11/2024 11:10,Tuesday,November,2024,11,10,52
99710,Altona Beach,,Hobsons Bay,3/12/2024 10:35,Tuesday,December,2024,10,35,74
99710,Altona Beach,,Hobsons Bay,10/12/2024 11:00,Tuesday,December,2024,11,0,31
99710,Altona Beach,,Hobsons Bay,17/12/2024 09:45,Tuesday,December,2024,9,45,74
99710,Altona Beach,,Hobsons Bay,02/01/2025 10:55,Thursday,January,2025,10,55,20
99710,Altona Beach,,Hobsons Bay,07/01/2025 10:10,Tuesday,January,2025,10,10,52
99710,Altona Beach,,Hobsons Bay,14/01/2025 10:00,Tuesday,January,2025,10,0,20
